district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_total,pop_white,pop_hispanic,pop_black,pop_asian,pop_native,pop_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
ME-01,ME,1,383384,206661,150352,390277,209685,158671,431193,259131,159772,438435,262942,165500,681816,609910,14913,20781,16323,13400,818,557754,507666,10134,13068,11472,10118,588,64772,73619,80049,87797,81246,97597,101312,63457,33393,48086,127970,9144,134754,57554,24005,14942,90811,32342,9955,23579,28356,8539,9881,10358,8991,9553,10718,10433,20825,28305,40062,28984,10720
ME-02,ME,2,364551,151074,185241,353170,144606,187550,388176,175939,200995,392940,172710,212477,680543,618354,11696,15523,9150,20102,801,552331,509838,7522,8892,6539,14687,560,67390,78159,77105,80353,77920,98772,105026,65395,33587,55048,86763,6459,176841,33307,35755,7123,97399,26561,15889,17389,17069,13774,14400,13957,14014,13088,13033,12114,23029,28359,38513,13807,13575
MI-01,MI,1,401079,142954,236371,400854,159758,230204,465110,182980,274976,485804,187848,290861,775375,693536,15847,12086,7680,40338,1098,633080,575217,10255,8525,5386,28298,678,72171,87729,88483,82226,82276,106201,131821,84445,42164,62865,94083,5872,183614,41823,40196,9303,132704,30632,15411,18295,17386,14931,15627,15757,15871,15649,14869,14291,28676,35134,46816,15581,15924
MI-02,MI,2,348160,114631,212775,348630,125889,211503,415458,145649,262581,442283,151444,284233,774804,680473,36113,22765,7725,22277,806,606254,540586,23223,16655,5151,15858,478,86923,99583,99453,93134,89615,105313,107675,63546,32054,54782,75079,4356,194758,30783,46011,4682,126215,28587,12534,18993,18173,11193,12145,13814,12861,12947,12919,12457,23671,31948,44212,14158,13035
MI-03,MI,3,355280,166571,166321,356946,179097,166492,416719,221733,186886,427629,226603,193853,775489,543997,82815,105263,29890,17976,1058,597493,442116,52686,69998,20944,12622,675,97302,105249,121417,109708,87952,92667,82699,49954,26950,48853,122076,6750,128904,47404,39520,10819,107106,31875,10977,21787,22762,9981,11258,11320,10081,11986,12452,11768,23352,29671,42503,23738,12105
MI-04,MI,4,360411,152485,186625,357061,161143,185027,417546,196710,213174,433918,201639,225611,774600,581638,66314,82080,25242,19716,967,593972,465772,41861,53347,17493,13886,642,95966,105255,116245,97097,88655,93856,92212,55379,29750,46768,102490,6632,146705,44831,39793,7516,113676,30093,11037,21474,24138,10390,11935,13769,13114,12222,10701,11901,22839,30371,41997,22677,13215
MI-05,MI,5,347875,120334,208566,338966,127920,200954,405858,150373,248444,422372,151101,265208,774544,654497,40121,44448,10674,20861,708,606306,525147,25025,29565,7358,15067,474,86079,99117,91935,90494,91912,106620,107360,66556,33724,57527,79359,4413,186605,34778,47103,5349,125843,30805,11101,18999,21949,11392,13098,13371,13532,13369,13155,12285,24520,33553,41631,17723,12551
MI-06,MI,6,388821,226479,144246,391070,240348,141783,454041,285108,162961,461665,278693,170773,775225,534485,38623,93777,91264,14895,1020,619657,441507,27081,68908,68407,11208,734,79998,103541,122204,95465,94041,100364,90341,56421,27222,40785,135492,20045,92744,87913,24337,20550,95529,31880,7978,24204,33683,7310,8485,8768,9400,10348,9668,9252,19041,25236,37633,48939,14683
MI-07,MI,7,387134,175538,189050,387746,191884,185083,448463,223376,217360,463450,226109,229909,776011,620002,43783,61189,31299,18218,1031,612341,502355,29068,41597,23087,13412,728,85742,100081,117190,95232,89294,102883,99009,57349,27946,53062,118032,9726,127747,51698,27796,11042,122784,33722,10228,22673,28579,8745,10569,11248,10729,12341,11030,11800,23577,29240,42674,29911,12994
MI-08,MI,8,380136,183167,177836,367731,188014,169292,428028,215399,206137,432688,209119,217386,774929,568719,41479,132384,12515,19091,798,605980,461861,26888,91847,8970,14100,494,88664,97970,97881,91768,90402,104985,103472,63256,34877,61024,82092,4486,170780,33575,47213,7078,132704,26699,16036,18245,20453,12907,14234,14442,15196,15232,15586,14076,25284,31615,41842,18400,19174
MI-09,MI,9,398903,123712,254893,397436,141353,245504,471294,164276,300149,489893,164776,318382,775230,685593,30480,19776,16276,16789,562,610502,549780,19485,12573,11115,12177,381,82194,98532,85565,85693,97977,119477,111439,65694,30945,59993,103792,3781,163948,49092,37192,8371,126708,31790,9288,24904,31824,8615,9732,10991,10958,10452,11515,11140,21147,28564,42085,33578,10510
MI-10,MI,10,362549,160401,186473,354203,173030,172077,426166,202359,218185,437957,193479,235917,775773,571423,22192,120968,43569,14641,772,618016,472835,14876,84476,31876,10830,519,84778,91470,103712,100536,94299,108674,99168,56356,32963,58689,90771,3428,163799,38092,53199,7182,133261,33189,10425,23490,27331,10444,12084,12212,12847,13456,11674,13341,22951,31840,45772,19894,13254
MI-11,MI,11,400819,221896,160078,399963,234644,156002,461323,277743,177596,458096,265332,182755,774438,519607,41837,112393,86987,12220,692,622156,434296,28206,83873,64491,9086,499,80310,88616,106109,105590,96574,105839,97939,58479,34063,42882,159085,11149,96335,93352,32110,24641,96636,35400,9504,26375,35048,8102,9375,10301,10753,10006,9638,10005,19253,26352,41168,52561,12632
MI-12,MI,12,348166,250125,85669,332755,244906,80408,387387,285421,97504,372561,247356,106968,775247,356248,25253,363437,20578,12651,730,596111,282914,17013,272419,15570,9492,504,99231,103515,105664,98221,90502,97876,91024,54517,29293,47987,82657,4158,147627,42190,56173,8104,130623,25205,16876,16497,18024,13524,13378,13523,13394,13002,12596,13367,21409,29509,37975,15301,23541
MI-13,MI,13,310993,230545,70638,290572,216534,67011,340833,252919,83911,334915,232935,94494,775666,285433,79565,373556,28229,16785,1013,592734,234410,51978,277723,20592,12435,697,99483,102342,113398,103294,90822,96391,88919,47997,27921,38533,66600,4560,167052,31686,81759,7533,117529,20508,23986,14178,13508,15625,16322,14699,14169,15317,14465,12459,23649,26667,32790,14463,28548
MN-01,MN,1,362586,143749,185853,347507,159772,169838,400751,181778,209420,404620,178292,217395,714056,595767,42566,34633,26146,11237,1224,549867,474084,26538,20123,18066,7586,811,85351,100358,96508,89494,82287,89295,85304,52210,32423,62810,100348,7791,129859,38841,29469,11226,92746,33055,8464,22952,27452,8447,9538,9322,9875,9730,9698,9746,20176,26391,39419,26210,9513
MN-02,MN,2,369665,178839,156706,365200,195611,149820,420792,238098,172339,418880,234860,173393,713612,511689,57637,68670,59915,14680,1202,539002,409328,36295,40291,40961,9831,778,92483,95323,84209,101201,94356,96134,79181,45926,24133,56725,150050,6437,91847,51366,24250,11554,92609,33146,4334,27501,35872,4620,6367,6367,6906,6117,8252,8319,16241,22711,36005,44419,6904
MN-03,MN,3,377534,184181,159217,373541,199918,154644,430099,244800,175119,423874,239365,172738,714252,513810,38667,79901,67478,12989,960,540005,411638,24196,48541,44666,8823,628,92332,95162,73904,99155,95186,100620,85526,46645,23188,49981,151146,7924,91953,60778,23718,13100,91476,29587,4935,24696,35439,5329,5351,5529,6802,6662,7397,7308,15471,22241,35198,54759,6525
MN-04,MN,4,362612,221833,108506,352760,228979,104386,398117,269385,119436,378876,251944,116889,713088,443628,52716,96469,107731,16532,1327,550284,373684,34295,61009,70125,11408,894,89650,93167,100623,102941,82237,87011,80253,46386,26609,42211,135796,13233,93982,58803,36087,14790,83852,29558,8627,21856,30002,7107,8124,8043,9488,8958,9502,9438,19425,24900,35271,37947,10627
MN-05,MN,5,368981,270322,67060,366576,281217,66159,405175,324895,70840,377649,299751,66652,712812,437233,67913,135790,56060,21442,1231,572775,381022,46103,90424,41919,15244,903,81976,78919,127888,122642,83820,76018,70540,39332,24700,37637,159038,11585,74550,66830,36660,19364,83905,29682,11446,23695,28658,9292,9011,10259,9087,9853,9629,9930,20930,28163,39383,41945,15410
MN-06,MN,6,366327,116458,218800,352813,131486,202537,417235,154885,252222,434697,157860,267598,713370,614569,22588,36968,20887,13254,926,533024,472412,13683,20697,13238,8779,579,93352,103744,88217,94700,92086,98874,79112,44992,20505,64737,102860,4585,127475,34003,24769,6191,106920,32752,5108,27010,35275,5425,6393,6343,7072,7246,7157,8238,17285,22756,37225,29974,6452
MN-07,MN,7,361908,108196,225545,336306,121370,200492,390606,129227,253218,391225,123408,259998,712323,615220,50672,17525,10938,16416,1564,543877,485429,29852,9500,6884,10262,924,90588,94193,80796,83015,77169,90182,96980,59328,40504,72258,82137,3901,155007,23010,35540,5642,108688,32144,10993,21976,21842,11432,10834,11451,11200,10517,11779,11444,22717,28801,43018,16482,12181
MN-08,MN,8,375200,144138,201264,359283,158033,183947,414396,174009,231471,424099,171499,244369,712981,621964,12881,13690,8549,51101,953,560199,501456,7805,8201,5672,32414,574,79809,89138,83069,81089,79030,93173,107181,65203,36657,65673,84218,4844,153422,30661,32732,7788,121004,30009,13073,21585,20287,11225,12049,11717,12905,11688,11899,12107,23894,30288,41134,15948,13252
MO-01,MO,1,353007,261565,76538,346189,263638,73983,357700,277285,74716,316788,242849,68139,770041,315165,34705,374052,34996,13858,920,610047,273034,24098,275237,27890,10701,691,88245,95321,116232,112678,89329,92800,93414,51105,27870,39531,107911,11333,134958,59544,47225,16453,114073,27975,18136,17366,19149,15063,14177,16292,16466,15239,13790,15122,27253,33671,39377,25038,24508
MO-02,MO,2,411525,173160,216680,417516,195633,210771,441285,216981,216730,431159,214368,208941,768812,629645,27483,43341,49142,14486,848,605613,508603,18334,29407,34652,10558,570,86120,91921,90601,97674,92878,103494,101830,62727,37183,43411,163558,12644,99261,84686,22008,16787,99207,34868,5008,27273,37480,6159,7206,7639,8636,8865,9944,10146,20163,27668,40696,51226,7849
MO-03,MO,3,353557,112756,222071,360985,128876,220641,390733,137418,245380,401355,138123,257334,770114,644478,25816,55177,19191,20410,1343,591198,505558,16543,36314,13525,15009,868,93672,105788,109112,100925,94236,95349,90561,54413,27152,44144,106845,7892,154383,45504,38959,9668,104710,33158,9941,22566,26214,9064,10784,10219,10869,10389,10892,11783,20823,28072,42091,23909,12880
MO-04,MO,4,336641,73288,248248,337941,82359,245334,365226,84534,274283,373516,83894,285562,768404,663013,32192,28622,11786,26995,2632,592009,518709,20772,18930,8454,19908,1664,93765,106801,99618,91159,83358,97594,100755,64333,34812,44630,67878,4456,193888,30952,55392,5351,114847,26808,15215,16119,14805,13986,14315,14254,15121,13676,13684,13291,24494,30257,38503,11988,15544
MO-05,MO,5,318186,185554,115314,325415,200663,114294,350063,221103,121973,338195,208235,123955,770252,442692,86587,192315,27836,24392,4304,596949,366268,57197,135707,20330,18216,2689,94652,95788,114393,113961,92695,93138,85325,49529,28230,41209,115263,5375,140853,50029,42774,11770,119706,31002,13102,21817,24986,13227,13378,13271,15132,14491,13432,13102,24873,32265,42919,21461,18026
MO-06,MO,6,352579,100742,233499,354638,113874,229625,387082,121367,258925,387446,119848,262782,770116,662297,31510,37586,11735,22499,2807,588928,517188,19602,23646,7783,16390,1665,95952,107416,91233,95439,93217,99448,94990,61609,32044,41811,88095,5163,190076,35939,41233,7197,110612,29534,10919,20351,22620,10325,11961,11314,11432,11087,11127,10916,22006,30122,42590,18939,14102
MO-07,MO,7,332789,82273,234102,338819,94084,234247,365286,103326,255275,376304,105454,266222,768590,635930,47009,25611,16580,37382,4168,595507,506207,29540,15657,11350,27298,2656,91538,101993,109574,96010,89373,94457,92810,61640,33433,41478,89310,4598,167465,35041,49643,8559,122257,26790,17138,15643,16001,14214,14970,16422,15900,14431,15243,13778,26603,32891,41289,14306,15583
MO-08,MO,8,343165,81730,248059,341366,93345,238594,367782,91000,271454,370564,87828,279051,768584,670687,17766,41919,8070,23413,848,595361,528075,11087,27309,5521,17671,523,91888,99324,92149,97477,91697,104319,100751,61882,30223,49115,65737,3239,199549,28339,67729,4722,113134,26692,16154,18968,16925,13890,14501,14581,14506,13231,12303,12779,23579,30015,41429,12170,14408
MS-02,MS,2,319515,200197,114706,241114,155304,83931,329837,208504,117252,283092,171927,108143,740043,235461,16632,477727,6522,7031,512,571814,196008,11965,355646,4993,5383,347,92173,105675,101015,91599,86763,90363,90943,53084,25992,49051,65839,5423,145457,32608,76389,7364,106345,16540,23335,10388,10200,18041,17406,16709,15407,14161,12974,12438,20977,24403,29718,9796,26838
MS-01,MS,1,303284,95820,201022,232925,80411,149948,335185,109929,220495,325638,98223,223141,740008,481384,28094,209457,9497,11760,714,569772,384039,17521,152172,6765,8923,465,90887,106488,98080,92965,92046,92166,86213,56341,25746,51945,68464,4788,152990,29906,72581,6654,105195,26017,15935,15954,17339,13672,14800,13149,12888,12895,11386,11694,21114,26823,36802,13360,16395
MS-03,MS,3,317596,113815,197831,245776,95103,148276,344545,129473,210810,323166,113507,206543,741152,432623,23606,256624,11373,18165,641,567957,345664,14936,187334,8159,12196,447,89928,106073,100140,92774,88642,89770,88711,53842,29159,50842,81105,7358,138307,36432,63289,9139,102446,24104,16590,16506,17945,15315,14590,12997,12150,11352,11427,10337,20123,25254,33319,16040,21064
MS-04,MS,4,268962,75299,187155,206527,65117,138712,304192,91492,208207,296111,83010,209917,740076,489609,36888,179805,17539,16773,1368,568056,389740,24215,127928,12800,12579,955,88318,102865,99313,95564,90579,92800,88919,57069,25841,57279,70724,4696,150028,32725,58840,6846,117267,24016,16299,15977,15783,14781,14279,13554,13387,12420,12264,13018,21857,26763,35255,13819,19130
MT-01,MT,1,256696,107897,128735,298631,145583,146135,319585,150407,161237,323663,143291,170233,542132,459901,21713,5221,9162,41120,1430,433661,376310,15203,3151,6440,28089,977,54005,67128,80567,69558,63451,65187,75919,50026,21179,34851,93635,7682,97179,35041,19789,9700,84359,20845,10238,13337,15912,8301,9577,10876,9375,9135,9698,9480,17713,24293,29227,17123,10844
MT-02,MT,2,237830,69812,150505,266526,95104,165212,284055,94379,182365,279300,88615,181846,542093,441417,23486,7516,7727,59458,1671,416462,351243,14705,4291,5115,38045,991,68288,69846,64477,70520,62498,66040,75166,45595,22390,37387,76914,4301,113759,24292,22092,6062,91157,21706,8788,14734,15381,7921,8603,9043,9555,9423,8590,8933,16803,22449,31564,14807,9643
NC-01,NC,1,356082,199588,147802,371749,208776,157288,383711,210969,168890,376886,198333,174669,745774,334780,54837,336551,9109,17000,1133,589445,280328,35380,258178,6663,12662,776,82273,99347,101612,85273,86881,98893,100614,63354,32049,54098,68176,3154,169770,26096,78388,4824,111546,22811,20615,14650,13714,17147,16094,15679,15040,12997,15482,13731,24591,26394,36338,10885,22210
NC-02,NC,2,350836,214431,117993,387704,247655,130548,410003,267986,134307,416730,268514,139785,745670,397807,92889,184558,63234,14633,1213,577470,326467,61454,136534,46317,10558,837,86709,98599,111119,115426,106950,96103,71144,40804,19941,39775,166559,12764,80571,77430,35624,16541,81285,30394,6788,23546,31361,7029,9085,7673,10926,10219,10206,8945,20700,24137,36015,45886,10076
NC-03,NC,3,356230,122089,222969,386675,139160,240077,406263,145086,255967,422463,145862,271939,745067,494455,75889,147559,13485,17680,1407,584348,406563,47414,109591,9335,12904,1022,83756,94091,89879,87606,90659,98443,101703,69171,30731,61081,83571,4671,150744,34727,61981,6518,118693,28868,14706,19827,18929,14184,13178,13971,14274,14017,13581,12381,23232,32503,40152,15857,14454
NC-04,NC,4,357974,230366,113445,386698,254447,124665,404310,267762,130780,412254,270105,135138,746158,397049,96853,202358,40427,17301,992,593787,334205,63199,156180,31722,12661,688,79557,100559,111691,103234,91423,93580,87262,50626,26056,43821,116527,21397,109669,62118,51124,17589,84951,29483,10822,19712,23131,11616,11910,11770,12540,12519,11142,11378,22589,28419,38343,29340,15392
NC-05,NC,5,359945,101748,244461,393381,120648,263680,413920,124974,283713,427203,127525,294548,745670,588301,62855,64740,14744,17231,759,591731,482973,39867,46695,9977,12912,468,79946,92411,84571,84175,92939,109556,102782,70746,34071,57427,86334,6319,161403,32098,71985,7496,114429,27445,13850,18699,18198,14417,15455,14544,14769,13080,14845,12989,24581,29559,40110,16860,14133
NC-06,NC,6,343369,206054,124023,364284,225234,131111,379251,236982,136736,380309,234012,139865,745671,335137,91129,274641,38065,17246,1199,581283,283206,57957,205973,27455,12481,820,85869,111509,110090,95685,89763,93870,80925,49023,27111,43825,107597,8736,117480,46035,54165,9050,101315,26466,14242,17147,17031,12106,12825,13820,13964,13277,13363,13897,22245,26976,36967,19219,19098
NC-07,NC,7,322031,125365,184323,363703,149491,205173,390528,160492,223847,428525,169406,254134,745683,515128,70033,124842,16807,22323,2698,597833,429966,46854,93128,12029,16347,1826,83763,89213,123040,92085,81778,88870,98825,67576,26983,56001,104503,5596,135130,39927,42516,9227,114819,28975,12566,19004,19672,11072,12792,13543,12208,11799,13023,12165,25787,30191,39791,19357,17820
NC-08,NC,8,336879,84057,241539,374791,102389,263870,397359,106340,285885,421585,113588,303181,745670,559477,69237,84172,15593,18577,799,581002,453083,43206,60365,10638,13670,536,85463,96445,89700,87506,94200,110719,94531,59762,29784,55585,84769,3582,163519,27190,64886,6385,114854,27625,12034,17631,18876,12008,12654,13535,13035,12224,13232,11181,22802,29978,39594,18994,12463
NC-09,NC,9,292378,144137,138425,318854,159467,152388,337179,164909,167406,333596,155198,174346,745671,327986,79151,251351,21993,80744,4062,566251,265760,50964,183203,15481,57906,2509,102958,101475,116447,101173,85453,84958,78895,52753,23839,56382,75837,4284,136283,32747,56269,6482,116417,23248,16254,14036,14332,14023,13838,13450,14267,12769,12333,11836,22355,28103,35876,12719,20873
NC-10,NC,10,333426,98805,223174,369943,117887,243870,392084,122653,264624,407262,127817,275271,745671,555258,56014,100581,16720,19113,906,589354,455676,35991,72422,11524,14253,610,82062,91768,89642,88387,93964,107698,98848,65159,30877,63626,83234,3675,165349,29665,67138,5270,113414,26665,14836,17260,16426,13928,13821,15129,13924,12388,13729,13915,23367,29892,39151,16669,15547
NC-11,NC,11,378092,156107,203021,414519,187199,216722,436677,199161,230454,444168,205721,231267,745671,612613,57092,33416,11775,28864,2066,612812,517785,38480,24299,8580,21211,1435,67908,85215,91763,86023,89830,97405,107633,80987,39549,53763,115742,9057,141598,53518,48759,12668,109061,26967,15842,18567,17093,14531,13605,13812,14943,14029,14571,12481,22394,30394,39052,19314,16250
NC-12,NC,12,289629,210182,66636,325679,240071,77020,347516,261546,79879,353327,257141,87359,745670,240565,138037,313942,50761,16197,1255,578584,208491,92543,235438,38476,11880,872,97778,93521,134928,130837,98844,86221,63962,31533,13797,42337,135689,5201,93637,53822,59952,10846,99564,28407,10263,19939,22466,9308,10441,11929,12648,12425,12492,14081,26027,32699,39758,26581,14121
NC-13,NC,13,325902,151287,158220,379447,190086,179841,410418,210058,192833,444448,228566,207473,745672,470594,92178,113591,56287,17109,1450,556507,368770,57949,81949,37296,11915,915,97043,108802,84504,100553,111400,100832,80739,47184,21598,51784,141955,11594,93507,65380,36512,10972,91893,30384,7418,24120,32358,7228,7388,9010,7613,6305,7996,7733,16919,25123,33752,40598,9453
NC-14,NC,14,338791,145100,176600,386610,180536,196472,415585,205374,203454,427626,211821,207966,745670,482998,82402,112251,56449,14261,1018,554692,376360,53053,79097,36912,9999,697,93234,112799,77609,96625,113914,102009,73833,48279,22764,41052,163059,7062,85746,67959,28840,15666,87879,28362,4640,22913,31587,5277,5934,6084,6879,7185,8478,8427,15255,21034,33851,54716,7431
ND-01,ND,1,344360,93758,216794,337384,98083,225714,362024,115042,235751,368155,112327,246505,779094,636160,33412,34499,18675,55777,2086,596093,503153,21603,21444,13192,35031,1361,103358,104054,120021,108904,83712,86928,86967,50116,32814,72298,113131,5710,132137,33064,32907,7189,109820,34919,11619,25356,26887,11178,11278,12309,11189,11145,11669,11621,24520,30577,44389,26742,14640
NE-01,NE,1,291674,56842,219890,266646,58022,203525,321555,70411,244749,312187,67040,241567,654454,536676,81781,12032,7323,17840,1127,497182,422278,50932,7179,5128,11451,721,83745,91456,76166,76515,70886,78074,87104,53321,36373,54628,72009,3994,136108,23490,39639,5008,104469,26638,11439,16289,16450,10999,11741,11702,11389,11863,11099,11424,22311,29004,37438,12193,11914
NE-02,NE,2,264850,125051,124474,255097,123198,124683,309457,166045,137098,306993,164098,138707,652999,430951,90965,81701,37012,17602,1518,486986,343200,56039,52869,24881,11544,1020,89337,91223,92028,96338,80387,74751,68386,38399,20049,36156,110500,6881,89929,43765,35337,12715,91589,29351,8838,19943,23156,7467,8225,8902,10142,8122,9757,8823,17871,25418,33637,26899,11607
NE-03,NE,3,271652,102601,151597,263261,106094,149782,320700,138127,174999,327979,138857,184542,654051,517060,61969,31040,24671,19818,1424,491959,403777,38326,18604,17335,12669,886,87242,94105,98233,85957,76579,75316,72170,41921,22878,48503,97592,7285,99836,38882,29321,7309,88340,28451,6658,20021,23622,7871,8282,9481,10059,9741,9389,10133,18337,25526,36243,21381,9133
NH-01,NH,1,366715,172122,171065,382871,172104,200122,396064,210785,179086,402823,205094,191917,688311,577685,42754,21201,31254,10607,923,556628,479150,28504,13939,22681,8091,651,67654,81259,93487,91172,83728,102720,90088,52441,26535,48303,130961,7420,122036,60365,28973,9425,86338,29448,6268,24619,36246,6320,6566,6537,6632,8010,7013,8147,16399,23320,35802,45028,7135
NH-02,NH,2,377581,176404,174725,394442,179138,203880,407769,214152,186574,423366,213394,203606,689218,622964,16700,11797,15607,14861,869,564052,516601,11296,7833,11141,11213,564,63825,80837,81010,79972,80609,105186,103186,64618,31283,52238,105228,9522,148938,56013,32751,10514,88328,31933,9066,22531,26784,8441,8819,9499,10146,8501,7870,9662,18459,24049,35840,31136,8890
NJ-01,NJ,1,349128,211399,125916,304259,187717,110418,412496,258101,148948,379111,226411,145845,774243,463108,113795,144239,53431,13328,1413,603516,382747,74995,103651,39493,9459,994,91362,95615,96972,103499,96503,106497,93687,55345,31566,42552,122421,7300,155168,51906,47230,15184,95879,31445,9898,25250,33419,7979,9457,9907,9378,9164,7784,8904,17948,23922,37826,40650,13091
NJ-02,NJ,2,335959,159128,165469,296345,144470,144907,401980,197131,199480,368395,165750,196073,773208,482558,132700,117160,37055,16762,1561,614496,404327,90300,86338,27887,12089,1059,87054,99519,97495,94399,91041,107644,105340,63696,32589,43443,103935,4943,182393,40245,58970,10242,97490,30285,10782,23617,28935,8708,11533,10750,10836,9559,9630,9777,19381,27176,36444,34304,12741
NJ-03,NJ,3,331971,206525,113710,292448,183200,103230,386058,250672,130150,334851,205958,121716,773586,381547,118789,161958,108925,13171,1405,613700,321730,82957,125516,79995,9483,1024,85512,100698,101221,98510,104320,110428,92888,50979,31838,36544,136721,13866,134531,72814,44143,13547,86381,31722,8233,23127,33957,5861,7115,6948,6604,7742,7704,7805,15171,21473,35463,54074,11921
NJ-04,NJ,4,347232,113424,223103,312990,110208,196501,428740,155502,267631,407983,132290,269162,773649,631184,78831,31051,21410,9959,682,591524,492797,52779,21304,15997,7216,467,101228,98866,86488,81477,79897,99945,105098,76398,44405,41678,124876,5467,164717,51694,33475,10550,97261,30586,6821,24366,32055,7743,9348,9488,9680,10476,8762,9253,18629,24341,34544,44356,9765
NJ-05,NJ,5,377305,193405,172271,332186,176007,150091,446072,242955,197880,403660,194779,199519,773695,488649,122264,49263,113633,7201,984,608177,397432,87932,37342,84410,5255,763,84566,104762,83608,85799,100852,116976,97945,59790,38819,34289,174662,11301,109157,81488,27755,24775,74148,25499,4322,23716,38812,4395,4267,5221,5387,5862,5248,6035,9786,16825,25974,85296,6804
NJ-06,NJ,6,358837,168693,178697,319137,154298,158219,429228,217660,206032,404460,181749,213117,773920,504654,104557,67394,88080,9288,954,615247,418657,72356,49741,65857,6791,712,82143,96930,85397,90871,99582,116010,103747,62816,34902,40311,159262,9089,126426,75733,35746,17042,87444,29611,6373,24868,39345,6249,7680,6787,7310,7403,7446,6842,13913,20651,33230,70391,9800
NJ-07,NJ,7,394340,154130,224141,354648,146952,198634,472520,214079,250316,446380,188070,248238,772797,587673,79856,30017,64298,9480,739,618247,486414,55133,21253,46402,6857,527,74234,98612,84436,85418,97751,129226,108574,61531,34708,39830,164129,10882,130258,81569,24961,17124,86998,31018,4680,27192,41776,4579,6862,6080,5957,5829,6100,5815,13671,19449,32767,76573,7859
NJ-08,NJ,8,220034,166559,47152,180375,136873,39790,243939,175959,65391,221445,139143,76063,774503,191112,394121,98599,96051,18014,1722,613319,163650,299056,74435,78990,13722,1352,93016,82645,118212,144316,105659,90583,67220,37150,22032,24521,121987,8682,144412,64625,92654,12571,68643,25873,13999,19803,28395,10163,10379,11984,10169,9237,9242,10408,18277,25069,35694,47783,15142
NJ-09,NJ,9,252597,168126,78149,208124,138250,65732,291767,186755,102153,250715,130877,113214,772844,234004,344852,99926,105971,16901,1431,602357,196614,253485,75442,84653,12297,1041,91404,93350,105732,110468,104677,100364,82240,48376,26221,31299,114189,6069,160178,45507,78032,10906,82216,28239,11013,20160,27233,8562,9755,10213,10430,8830,8708,8510,18179,24741,33253,35841,13666
NJ-10,NJ,10,254749,216793,33255,210379,178960,28268,279663,233933,43650,240997,182185,53914,773515,118304,175234,426641,59084,12355,1606,597588,100188,127874,324974,47585,9122,1234,97739,97818,112616,114671,99433,99631,76506,43377,24269,34201,100872,5390,161471,40762,70627,7810,95913,25757,15815,18397,22338,12123,10393,10126,11483,9900,8990,9867,18305,27541,31899,25880,22435
NJ-11,NJ,11,375818,209601,153315,337110,192898,137875,443731,267792,170188,406814,228846,169079,773610,496024,112856,54588,104991,8277,876,599936,398310,80858,41420,75073,5868,634,90649,103081,78920,92929,109701,114938,87716,57315,33249,27676,182140,16957,86700,106137,24327,30418,58618,25927,4003,21374,37173,4272,4848,5343,4334,4480,4771,5302,9576,18134,27300,97849,7486
NJ-12,NJ,12,276076,180495,86755,235273,153052,76843,313159,207796,101455,297598,173155,114360,773446,235741,223482,125556,193937,13129,1246,603203,203530,158274,96406,147536,9498,995,93087,102372,109165,109536,101386,102865,82470,44809,25126,33719,131114,11631,119214,72770,63821,12264,74015,29035,6669,23468,33399,6571,6634,6299,6284,7071,6493,6315,13702,19683,33336,48454,9210
NM-01,NM,1,289454,149652,101484,299279,175322,111725,335617,202738,124732,328838,193249,127274,705720,271303,340690,32246,30240,53969,2366,557232,235813,249398,22150,22455,39309,1633,74734,91183,95606,99150,87284,86895,84958,52777,29595,44456,98341,13257,110382,55723,46936,13180,107633,26419,13952,18969,21332,13300,11520,12382,12791,11036,11977,11196,22697,27106,36537,21253,19513
NM-02,NM,2,229615,86071,121290,232314,96226,128545,263793,106538,151845,266716,101700,159737,706236,266442,386329,23656,12478,32085,1854,535137,225157,269216,15861,9132,23500,1313,91795,102065,106510,87971,75169,76654,82344,52045,28847,38616,59076,4734,127975,31739,77908,4748,106337,19525,16126,14931,14412,14391,16089,13217,13978,11235,9556,10722,19194,26077,29950,10938,18909
