district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-22_total,comp16-20_dem,comp16-22_dem,comp16-20_rep,comp16-22_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_total,pop_adj_white,pop_adj_hispanic,pop_adj_black,pop_adj_asian,pop_adj_native,pop_adj_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
IL-01,IL,1,280412,174491,86132,,271124,,168399,,89444,312674,204655,101523,290392,173305,106806,752894,323081,228831,97424,99633,18620,1004,570576,269062,154229,69562,72730,13078,701,92189,108856,107735,108595,103244,97295,72878,38872,19290,36855,117307,6043,112964,53510,64990,8454,94143,30444,5228,23939,28875,5201,8009,6969,7956,8385,8090,8212,18130,24852,38089,32774,9449
IL-02,IL,2,257421,169097,71617,,246224,,157688,,78528,282651,192332,85157,258319,165183,87388,752282,319526,267340,67315,94202,22922,1320,570711,267596,181157,47391,69603,16017,990,97213,107561,105494,101969,101161,93022,78171,43162,23647,32861,118040,7916,108420,56899,70432,14047,83766,29901,6356,20708,25640,6348,7262,8367,8741,8397,7984,9240,17498,23815,38700,37841,10454
IL-03,IL,3,324908,258273,47570,,317744,,249586,,55327,357102,288908,61907,325593,254262,62727,753465,379237,164881,86265,119801,17398,1373,615807,326189,123640,66487,94839,13363,1064,81903,83551,113031,131009,103840,95336,79705,45992,26039,30317,170455,14706,88298,89869,51809,22613,76145,29582,12265,22590,30163,9416,9979,10139,10372,10542,10431,10669,20536,26971,41211,48022,15580
IL-04,IL,4,351109,186436,140227,,343968,,176817,,152638,397555,220300,170565,372677,195667,167741,754394,535161,93351,18190,101476,10019,780,593153,434359,64485,12691,76139,7159,597,90780,90005,64408,92184,97704,104621,99931,61281,43424,37493,158751,8903,100359,81417,36849,21357,87508,30305,5134,24140,34885,5900,8426,7408,7607,6795,7657,7128,15207,22510,32631,60875,9913
IL-05,IL,5,342952,140339,182120,,325537,,139288,,170487,373207,161351,205574,352487,142598,199675,754765,564502,99523,59867,20426,13448,645,590844,458873,66438,41563,14942,9822,469,85309,100449,85437,91548,93381,104784,101816,60235,32999,55006,94403,4704,160437,45142,46062,7704,114684,30820,8704,24541,29559,8801,9598,10398,10363,10367,10790,10617,20125,25641,37986,29457,12289
IL-06,IL,6,270856,205879,51592,,253111,,189606,,51879,286102,216683,64831,254432,174756,74191,754159,220923,385325,125348,24625,29433,847,575965,186851,272491,97554,18581,21644,638,92950,105953,98663,102295,101084,94536,77842,46979,23960,37088,77232,4983,148818,37785,88259,8877,93253,26913,8140,19558,22325,8463,9731,11633,10763,9263,9694,9910,18837,24426,35801,22012,12646
IL-07,IL,7,312523,259389,34421,,300525,,239917,,47535,336277,283524,46617,301280,242962,51800,753610,341756,202627,151726,58409,16033,1302,630413,310348,152760,116278,49200,12244,1006,72746,68909,172083,160209,86603,71404,60593,33464,16709,23053,180473,13182,80143,90063,52805,36246,62956,31913,13907,23189,34744,8875,9484,9368,8844,8439,7728,8716,16689,23102,38574,74461,20155
IL-08,IL,8,258555,233784,15310,,233087,,203118,,18088,251798,224098,23811,206363,168684,33011,753906,83344,254923,352721,66959,22267,1128,584564,75074,182036,272770,55968,16493,819,81899,92137,129982,109758,88170,83124,74467,45526,21999,29260,78920,10650,132057,44504,93739,12967,91547,21163,21476,14124,17290,14255,18652,15120,13029,12927,10740,10561,18424,24416,30579,19226,32283
IL-09,IL,9,353865,306390,36780,,323364,,273720,,34964,347489,302099,41400,300070,248680,46716,753334,106524,119931,522003,7915,12783,799,582639,93574,81834,401668,5697,9330,600,90277,109724,96952,92862,92615,98395,89678,53214,31849,43340,80098,4025,140081,42748,56213,5548,135941,26545,14640,17255,19353,12338,12155,13931,13165,10389,10146,11127,21765,27120,36933,15146,23857
IL-10,IL,10,361147,149634,185723,,348679,,149436,,182817,394277,178043,208079,380466,166044,204305,754121,577229,62721,53669,47820,12732,884,593126,465213,42272,36611,38703,9197,617,83647,104900,108831,91719,88397,96014,91705,56533,31860,49046,107522,13139,127663,56173,31175,12933,101584,30266,8316,23558,28718,8524,10113,10343,9129,9463,9272,10637,19170,27249,35486,35578,18068
IL-11,IL,11,363620,154779,180853,,354724,,152220,,186207,405819,192375,204976,391251,180438,200796,753111,574335,84123,30091,51202,13600,1063,584190,463864,54223,19071,36184,9703,662,84601,104786,79173,84392,92527,112960,100237,61245,29683,44436,125686,7282,128096,61486,33276,13386,105353,30797,5630,25239,33265,7235,7838,8017,7873,8550,8199,8306,16116,22560,34451,51187,8742
IL-12,IL,12,338233,140733,173200,,326192,,139606,,170654,371939,169919,193936,365168,162784,193642,754078,556743,89235,65261,28716,15475,808,579604,448849,57580,41648,19874,11102,513,89880,99931,88195,90361,92976,102859,93410,60295,36216,51086,103112,5196,147813,44539,43581,8256,117042,30594,11349,22925,27357,10941,11532,11029,10825,10887,10641,10542,22053,28352,39719,28347,14170
IL-13,IL,13,353650,139929,190075,,330062,,141587,,173088,369069,154519,206350,355302,144702,202242,754197,594219,43978,85536,13865,16073,1097,591889,482905,29176,56357,9777,11970,790,87882,97753,94711,91881,87293,96829,97014,64013,35646,56028,82627,5322,168384,35298,44304,5888,119689,29308,12758,20414,20935,12731,14421,14237,12826,12511,12578,12433,23532,31673,42813,17621,18896
IL-14,IL,14,348611,143385,180739,,337083,,144000,,176018,384546,172336,204225,370531,159358,203079,755321,576216,77844,38548,49086,15608,894,591122,466250,52211,25391,36057,11478,592,87343,99046,94813,95605,96831,103179,95219,56700,30384,50229,111460,5325,147771,47915,36994,8427,112703,33210,8251,25961,32387,8015,9117,10096,9117,8923,9392,10456,19414,27372,41411,30319,11725
IL-15,IL,15,371454,155140,186992,,364322,,156129,,190916,409817,192560,207908,397227,183455,203178,753888,597364,57932,38700,46025,12723,805,583761,477058,37573,25622,32605,9108,547,88317,102316,97354,90102,89437,102963,93536,55869,30869,44058,135459,8907,115357,63750,27425,13016,97256,29662,7456,23651,30871,7355,7927,9893,8972,8993,8948,9282,17569,24724,36282,46176,13974
IL-16,IL,16,340591,133202,184567,,329578,,138581,,175260,376060,162291,206422,368583,154437,206205,751312,568067,74473,61522,32388,15439,866,570534,448459,47867,40023,22104,10998,546,94538,104693,90561,93793,102156,102091,84729,53056,30059,51620,99587,5587,146760,46617,36694,7349,114716,31956,9620,22296,28709,9139,9445,10176,9438,9885,9319,10472,18684,25068,38079,32434,12308
IL-17,IL,17,360018,139849,198097,,340910,,146830,,179504,377056,155922,213610,359483,145548,205577,753671,554524,30372,138027,12940,16412,1227,590571,449024,20340,97694,9186,12232,798,84042,95523,91613,96086,92628,101604,97901,59162,32495,56205,83207,5029,162485,40382,48129,7047,124057,29645,14400,19143,22237,11286,13891,13143,11679,12833,11573,11760,23531,29540,40301,18219,17474
IN-01,IN,1,309735,145470,147684,,302997,,153383,,141808,336005,157887,172685,323224,139762,178553,755028,472324,119902,139352,13176,17166,764,577781,381195,79282,98066,9300,12386,478,89964,102745,90933,92482,93710,100642,95417,56143,32239,44394,77301,3697,190824,31872,53539,5459,108593,28894,11370,20226,21889,9723,12856,11450,12706,12605,11425,11706,21961,27762,40697,17549,16073
IN-02,IN,2,305444,118149,166772,,300115,,130720,,159499,329002,138982,183729,318317,128326,184812,753230,574609,71816,72987,16730,16615,997,579619,460818,45340,47340,12192,11948,672,92487,102345,102063,95193,88227,93262,93857,56008,28842,44443,84376,6043,173175,34904,51852,7451,102606,30471,10059,20020,21627,10077,12230,13167,11967,12270,11880,12501,22981,30306,42149,17027,13208
IN-03,IN,3,273159,94808,161574,,273439,,106818,,157710,305128,119451,179368,293783,112774,176124,753322,564953,73814,75100,25609,15190,1007,560618,438244,45724,48877,16720,10821,652,102105,112589,109561,92665,87482,90852,80520,52305,26369,44999,79990,4541,157836,31206,62267,5705,94533,27615,10935,17871,16554,10744,12520,13111,13041,13566,12395,12617,23602,30816,42098,15821,13384
IN-04,IN,4,322677,115019,186743,,322858,,130196,,181979,361003,144552,208926,346555,137340,203044,754281,577439,50006,86086,24721,14666,1105,575568,454391,31606,59127,17891,10637,721,92452,102597,100722,98019,97307,96633,88373,52978,27467,45946,108053,7351,153184,43990,40815,9843,101650,32747,8759,21932,24391,8357,11448,11913,10927,11756,10452,11499,22954,30443,43452,24213,12291
IN-05,IN,5,316227,105145,189231,,321396,,121502,,189190,367776,145722,214297,361760,143388,211638,754226,605265,44889,45406,42986,13362,3568,573388,472547,28512,28612,31528,9821,3239,94449,111043,107383,94297,94237,95107,82291,49469,27777,40489,124657,9461,131836,53161,30542,13002,85551,29529,8145,21683,25464,8419,10329,10275,10963,11480,10614,10204,22115,26344,38165,35508,12467
IN-06,IN,6,284515,97922,168069,,282677,,111719,,160983,314753,124041,184256,303202,118064,179871,754204,547196,59091,87804,44703,15847,1148,567890,433972,36078,56813,28784,11721,762,99312,101987,99926,105660,92094,94957,81732,49500,25131,41657,88946,3971,168549,37086,58919,6246,96795,30020,10902,19368,20222,11096,12147,11916,12382,12597,11490,12429,21496,30558,42450,17631,15506
IN-07,IN,7,334559,127421,187096,,328134,,138567,,178419,354194,146263,201267,348742,138540,204204,754754,591595,40227,95914,11395,14870,930,586482,473478,24670,67834,8143,11171,608,92807,96536,96622,99344,90903,99120,92976,57699,29012,47351,91686,5051,173485,39920,48127,7616,105263,29931,11408,20423,22183,11497,12831,12574,11955,12519,12958,11770,24304,33599,41573,18280,15061
IN-08,IN,8,318545,117214,183153,,313703,,136799,,167715,341928,136907,198852,327745,126672,195760,753381,641630,27251,46378,20374,14206,1476,592819,513705,17993,31604,15864,10689,933,84457,104842,115384,92299,85875,91672,92600,55652,30573,53939,84502,7536,163714,40571,43942,7038,97343,30664,13911,18924,19868,11444,14304,14169,13587,12753,12536,13145,24652,30896,39840,16893,17092
IN-09,IN,9,295667,112007,166918,,291897,,122242,,160537,321467,128693,186477,310434,118806,186334,753102,545993,67195,110990,12955,17521,1020,578414,437300,41724,76807,9797,13030,626,94307,96735,105715,99361,91477,99296,88280,51412,25540,45660,76342,4539,183215,29293,63251,7242,102159,28167,12188,17925,18855,12377,12296,12756,13583,13982,13659,14739,22405,31378,41839,14512,16421
KS-01,KS,1,281652,106605,155256,,281505,,117371,,152315,320649,136391,177272,305687,126034,174094,734306,505456,114723,66865,24925,26936,2315,562940,406280,73899,47082,17725,19133,1487,92359,105167,123452,96671,79494,79466,81208,47242,28323,40761,88853,8722,128875,40622,44109,8536,101164,27304,11588,18071,19839,12055,12098,13089,11755,11566,12013,12448,23934,28475,36757,17236,15692
KS-02,KS,2,316408,116723,173189,,317502,,130026,,172059,359082,152815,197922,345730,145420,193774,734998,562933,80668,50910,17427,26341,2027,564280,449661,50958,32948,12187,18510,1269,91678,97719,98098,94959,82232,88357,92837,54623,33780,45210,105777,6017,134419,44620,33793,9858,115036,31927,10003,19728,22010,9604,11412,12611,11175,12051,11983,12733,25036,31946,43372,19348,12973
KS-03,KS,3,327526,115900,185067,,332036,,132464,,184559,382966,161882,212991,380275,161456,212010,734170,575001,53520,38351,38017,27253,1704,552061,446432,33359,24458,26269,18904,1048,94124,105353,86319,96976,92492,95431,85197,52046,27581,42328,134175,8477,102883,62711,25359,12449,103245,31721,8508,22783,30234,7815,8778,10030,8892,8743,8542,9492,19011,25036,36563,38312,9385
KS-04,KS,4,268099,87777,157506,,268119,,99227,,155359,309606,119235,183221,295899,111943,178924,734406,479185,133692,67149,31826,30775,1844,550035,381609,83370,43685,22753,21350,1164,97780,105873,100869,95347,84191,85790,86173,47842,28873,43366,88458,4306,128556,37360,55108,7324,114043,26939,11076,18265,19059,10290,11221,14894,12016,11984,11840,13448,23406,29602,38931,16771,13216
KY-01,KY,1,322219,108020,201243,,297550,,118039,,174448,343528,121604,216507,323926,104230,215323,751582,570927,28335,126801,9472,15675,1354,577645,453308,17420,87824,6333,11786,815,94640,99285,99853,89947,89084,96250,98680,56500,29941,49681,59970,3352,189901,29609,58451,5672,112379,23932,19712,15140,15299,14825,14950,14646,14146,14225,12797,12036,24175,28509,37243,12178,21476
KY-02,KY,2,295705,97736,184319,,277284,,109632,,162307,327930,118591,203787,319345,105455,209018,750689,577204,43492,90606,22065,16255,2423,578894,459744,28264,61972,15117,12405,1583,91545,98507,109585,96650,89706,92840,89514,53195,24872,43408,64380,4561,175561,33489,66297,7314,103715,25349,17234,16426,14088,13823,13498,15662,13873,13736,13498,13735,23757,30622,37418,12179,19111
KY-03,KY,3,331010,115572,200514,,316287,,131030,,179314,368751,140396,222161,356290,127463,223549,749545,600595,42174,73097,18354,14816,985,583355,479165,28518,50726,12771,11293,680,89280,94105,94307,99055,91938,98544,91682,58511,29626,46167,80501,5296,172928,40653,58651,9661,106053,28619,15346,18315,19115,12650,12413,13485,13487,12581,12169,12656,23436,30977,41865,15631,15023
KY-04,KY,4,315843,91777,209432,,296088,,112594,,178107,344481,115007,223847,330959,103894,221542,750745,652374,22346,41878,18925,13864,1477,590058,520287,14959,28523,13986,10846,1225,85519,97750,110098,93459,93391,94910,92415,55699,24894,39645,77254,9036,154652,42076,76460,12348,93387,23561,20759,15392,15796,15450,16989,15816,14458,13513,11975,11383,22868,26734,33586,16085,23944
KY-05,KY,5,350511,115525,215272,,342643,,134775,,200619,402195,151957,242786,402639,147477,248072,751723,625729,37899,49417,20806,15814,1266,571433,487781,23248,32924,13900,11489,794,93442,101299,89639,93573,99764,103440,90456,57406,26433,44553,114781,8471,138580,56718,38040,13030,103432,33524,8056,23453,27756,7625,9322,9049,9873,9997,9873,10299,20187,27089,40017,33919,8997
KY-06,KY,6,308087,100217,192177,,292939,,117118,,170031,348551,124919,217558,341368,115524,219987,751552,637935,33608,54260,9141,14782,944,582515,505260,20666,37222,6500,11081,654,90362,94296,101030,96919,92480,100112,93306,55812,27389,45957,81248,4965,171648,38640,65548,8914,100076,27369,17356,18420,19088,13709,13673,12390,14052,11496,11660,12183,21669,28563,36570,16919,19574
LA-01,LA,1,335316,120173,200392,,298077,,110452,,180997,364322,142124,215502,347827,133757,207720,776046,430344,89790,218603,26316,15687,950,599523,349300,62711,158600,19579,11511,655,94808,98839,95498,107152,91147,99748,98237,60835,30210,39172,115920,6725,142183,44040,54372,14057,120956,28295,13830,19981,24236,12688,12827,13075,11476,11483,11721,12124,21373,27811,38180,26661,18018
LA-06,LA,6,341179,130860,197599,,303457,,118181,,178972,369375,147928,215109,349231,136222,207059,775344,443553,68832,228674,24244,14947,945,590340,352660,46862,164575,17962,11066,667,99261,105400,101283,111306,96410,97945,91432,51301,22579,35730,98178,6234,157600,38427,62866,11526,112070,29218,12028,20913,26463,9672,12211,11601,10853,9863,10776,9369,19950,27195,34684,27667,16533
LA-02,LA,2,334979,130804,192587,,291690,,113157,,171793,347911,140606,201535,324867,124896,194567,776955,450857,55147,231191,18541,25712,991,596189,362408,37679,166768,13722,17831,694,95788,100056,100536,109640,90515,97316,94089,51132,26091,36577,75255,5256,181634,30832,79579,8148,105633,26575,18520,16856,17979,14989,15924,13522,13173,12532,11505,11818,19689,27337,35732,16539,24671
LA-04,LA,4,330646,126966,193933,,287386,,107713,,174696,341630,132374,203772,312454,115010,193418,775599,419487,35309,287293,13986,21344,1640,589783,333939,23515,206792,9926,15712,1043,97621,106460,101251,101836,91269,93550,90005,58517,29997,40161,72207,4043,184644,30401,66146,6877,111966,22692,20688,16245,16894,17019,18159,15230,14487,13563,11848,11463,21968,25102,31927,15619,21407
LA-05,LA,5,345432,139226,197741,,307947,,121766,,180937,359710,146323,208111,329640,126032,199328,777239,405060,31688,317021,11518,13793,808,596819,324864,23049,230539,8777,10240,535,96972,106716,107850,100149,91956,94401,90703,58059,27461,31788,66228,3719,192144,28249,78655,5678,106433,20411,20524,14291,14965,16103,16723,14737,15479,11421,11106,12053,19567,24137,28484,13137,24805
LA-03,LA,3,341480,132125,196386,,307122,,116212,,184399,365114,146679,211747,342956,130953,206413,776574,447401,41783,260337,17231,11645,766,597894,358939,29846,188495,12981,8545,566,99680,103744,122265,109182,87146,91607,88593,51392,23610,32439,91693,7062,167253,34768,72736,10046,92840,26173,19766,16829,19690,14870,16178,15556,13911,11258,11739,12122,21595,24583,33379,20805,24420
MA-09,MA,9,423717,224995,168638,,403821,,215548,,179821,471472,285724,175347,463206,264581,187653,780703,628973,29121,37480,56425,9757,994,642714,529995,20412,26673,43368,7200,759,71336,81624,85138,92292,88105,117691,120242,79480,43445,52668,161514,11762,129649,84794,30587,17478,97544,31633,8118,27335,42467,7592,7956,8693,8204,8034,9551,7304,17231,25246,38453,61472,11311
MA-02,MA,2,351762,173296,148213,,325727,,163571,,153046,389791,216716,162656,381020,196952,174304,780921,563642,105988,60954,35162,12889,1203,623199,469841,72386,41586,26458,9556,860,80362,100261,103555,100135,95393,111775,99880,55932,30578,51167,114659,8825,153279,58435,48740,9129,99399,31064,11639,24988,34711,10011,10338,10423,10113,9184,8581,9385,18393,25392,37465,37732,12847
MA-03,MA,3,399514,226141,142293,,374297,,213721,,151503,438628,280796,147360,419170,255571,152344,780706,564832,58024,38027,96180,7394,898,615621,462342,39799,26069,69193,5492,657,87318,99737,87377,99272,101669,118482,95785,54428,32394,38021,154371,18967,112916,96541,35604,15812,72687,28133,6402,24324,40147,6330,5661,6870,6453,6056,6331,6236,13333,19683,29682,76821,9050
MA-04,MA,4,358414,175745,156504,,327822,,163398,,156870,399096,215050,174902,397735,194175,194731,780874,621248,61123,54548,23371,10961,1033,623136,513440,39591,36719,16650,7827,731,81386,97955,97942,99927,96223,115113,97678,59957,31406,50403,113995,6665,163534,49682,63120,7949,92195,31499,11118,25592,34166,10114,10871,9894,10016,9287,9128,8687,17242,25377,36848,42340,12803
MA-05,MA,5,367286,278649,66400,,345673,,260490,,78525,391080,315060,68092,361930,278316,70370,781758,478767,73761,66156,140904,7274,1082,646026,410993,54947,50867,111024,5508,847,73083,86636,147861,129275,93959,91066,76246,51182,29036,23708,159272,51121,74049,124323,34130,33384,50132,28846,8980,25309,40068,7453,6629,6335,5805,5869,6374,6325,12814,17816,31448,90695,12799
MA-06,MA,6,370665,213901,131129,,343225,,197597,,138001,404407,256141,139510,386110,226702,149985,781922,516384,181340,53105,31064,11681,1268,619571,432641,126047,37592,22557,8497,913,84577,98830,99382,98145,95108,111749,98611,57521,34047,45834,131744,9582,134658,66802,56025,12141,86577,28547,12328,24740,34008,9352,9016,8870,8447,7930,8418,7880,16164,22304,36267,52661,12544
MA-07,MA,7,303453,239484,47469,,276827,,212390,,59356,324840,263272,55444,288970,215668,63162,780562,340064,177003,180558,89141,11300,1491,655983,309356,131082,138468,78634,8842,1224,69861,87792,165704,141110,85998,84095,69556,40521,23696,26571,142631,17528,110592,77906,70690,24751,67348,27433,18275,21981,32617,11171,10068,9332,7750,7354,7454,8131,15501,20625,33201,56646,24434
MA-08,MA,8,380745,237181,115340,,358016,,220303,,129859,420169,291818,118839,399101,262171,125380,780729,499366,59806,110528,77585,8125,926,603747,402890,40727,80013,54573,5953,698,92191,107589,83330,98873,105328,112684,91095,53064,32618,36241,152954,17520,99866,98988,38208,20809,68861,26540,7136,22377,34696,6094,6511,5864,5226,5436,6176,6323,13083,18351,28929,82119,8570
MA-01,MA,1,369195,225658,114772,,335227,,207582,,119475,391676,257466,124969,376426,232382,133374,781742,535621,141519,68510,32652,14659,1541,633726,457487,96517,48326,25663,11061,1096,75676,100295,110176,91956,87962,102770,104503,62950,35225,50267,103180,12159,149356,59846,54483,11592,92181,30832,16877,22684,25267,12651,13742,12635,11879,11684,10927,10660,21379,28162,38558,28669,16584
MD-01,MD,1,358251,131194,205523,,322905,,123283,,189114,375019,159471,205321,383693,158943,213304,771927,524912,62440,130313,37128,18681,1388,596640,427846,39519,89118,26391,13964,989,92179,95059,91321,103623,92698,107019,96838,55427,26234,42081,97492,6517,163013,53305,49100,8662,109055,32701,6956,26455,35060,7476,8083,7981,8420,8628,8304,8300,16817,24045,36849,38500,12211
MD-02,MD,2,347192,247112,78230,,330727,,232105,,88406,400341,305988,84484,391929,287007,89733,771972,288630,99260,262406,117273,12055,1290,595314,240866,68013,195929,86108,9920,935,92188,106911,92025,104351,101022,103920,91298,54822,31663,34878,143204,19549,88969,97271,40896,22641,85196,30341,5968,24869,38249,4895,5831,6009,6638,5850,6724,7226,14331,20316,34003,62836,8272
MD-03,MD,3,301274,266664,23263,,270577,,235366,,29269,311339,277297,27222,294067,249027,35265,771831,117901,198720,405097,52654,15770,1246,596792,102411,135872,318612,42660,15022,994,102632,96544,108494,115689,98637,96193,80929,42720,22128,32296,103803,14299,117374,65452,77331,14279,88176,31936,6630,23283,30611,5146,7084,7166,7582,8006,8150,8471,18365,24609,37603,37287,11681
MD-04,MD,4,328732,246148,66364,,317008,,236677,,72579,400382,319488,72276,395755,308461,75572,772009,210857,87191,428440,42617,15792,1814,603106,177985,57661,333212,32221,12473,1281,90822,95498,101964,106327,105264,112701,88192,50862,23487,39449,127008,10112,123556,78726,36025,10783,114293,34988,4194,29082,42589,4366,4434,5038,5149,6415,5584,5870,14460,22033,36276,58593,8976
MD-05,MD,5,380286,142316,214757,,351468,,135400,,205762,416420,181295,224198,432255,182244,237395,771989,561533,44528,125052,24974,16622,1638,604467,454212,28025,92247,17168,12315,1062,89565,101562,88924,95706,89573,113505,100728,64367,32657,40883,108491,8026,157858,59143,42744,11143,110543,31054,7025,25763,36521,6924,7864,7836,7826,8158,8233,7500,16887,22546,35986,51083,10962
MD-06,MD,6,392792,136538,229137,,359049,,130686,,216471,420283,175488,232589,436224,178804,243481,771839,611231,41071,67349,37009,14214,1099,609021,493431,26607,51394,25469,10392,686,88137,101475,87703,95772,94016,112608,100365,62859,37431,43392,119107,10619,152804,65630,39674,14195,99114,31886,7138,24555,36462,7147,7492,8288,8419,7855,8462,9254,16761,22804,34779,50622,10278
MD-07,MD,7,324331,257561,50027,,288397,,224610,,55343,324660,269748,47831,317836,257246,50072,771980,246023,54961,420597,43524,11930,1059,616915,214698,38113,324164,36241,9908,827,84733,90115,124042,124354,87867,89723,88124,49059,26129,29877,106003,13673,141548,64611,58994,17615,102313,29079,18262,19219,24067,12301,12221,11573,10885,12241,10451,12310,22269,28887,39035,31152,26195
MD-08,MD,8,348588,250395,75868,,326489,,230375,,86304,388584,296248,82490,386575,280845,90728,771856,352176,141502,125105,147665,11680,1495,592947,289911,98452,88313,110301,9639,1075,91347,100985,87374,103884,104614,106967,86287,50994,30475,29234,147808,36569,67602,106449,39153,36561,63928,27513,5240,24383,37686,4671,4389,5208,5451,4611,5955,5039,12034,18374,30473,83758,8021
ME-01,ME,1,382326,205601,150452,,389156,,208683,,158625,430149,258033,159936,436532,261038,165742,681179,609297,15016,20868,16273,13311,800,557050,507050,10166,13089,11477,10033,576,64323,75134,80645,87605,80948,97043,101666,62943,32838,48703,127319,9225,133837,57003,23989,14890,90119,32519,9399,23328,28360,8658,9668,9812,8977,9736,10126,10362,20787,28015,40149,29015,10604
ME-02,ME,2,365609,152134,185141,,354291,,145608,,187596,389220,177037,200831,394843,174614,212235,681180,618967,11593,15436,9200,20191,819,553035,510454,7490,8871,6534,14772,572,67839,76644,76509,80545,78218,99326,104672,65909,34142,54431,87414,6378,177758,33858,35771,7175,98091,26384,16445,17640,17065,13655,14613,14503,14028,12905,13625,12185,23067,28649,38426,13776,13691
MI-01,MI,1,384449,154560,207857,,384232,,169229,,204133,447663,196877,243528,464997,201537,256444,774488,654485,27406,38585,8437,40852,1103,623156,539672,17411,27114,5872,28389,659,77589,92676,94980,88210,84817,103093,121322,74426,38981,62229,97327,5973,176231,41149,36259,8907,127480,30909,13526,19219,17656,13169,14225,14523,15043,13894,13770,12604,26989,33736,46701,16164,14517
MI-02,MI,2,348868,150228,178653,,345991,,160297,,175335,402741,182896,212951,421812,185216,229588,774928,621678,45622,59737,25725,21397,928,615348,505256,30727,41971,19526,15470,627,82859,101860,128008,92614,84324,96383,98726,59692,29582,50517,81960,9289,163916,38301,43658,8481,116880,27658,14674,17261,18271,12582,14506,14759,13409,14658,13591,13226,25438,31648,40406,15363,17261
MI-03,MI,3,362663,146650,192908,,365764,,161482,,192867,428234,201863,218074,445725,210322,228198,775120,580993,92137,64428,23900,17236,1070,594292,465780,58740,41613,16619,11931,694,96638,108178,123134,107825,87728,92579,81825,48949,27417,48157,120114,7097,130876,47386,36800,8414,107547,33888,9472,22951,25821,8343,9963,10615,9286,10620,11064,11256,22373,29319,43988,24287,10519
MI-04,MI,4,354086,148736,184972,,349175,,156227,,182095,410343,188036,214810,425400,191176,227788,775568,606069,52660,75548,17684,21176,917,600377,486850,32734,49951,12542,14987,599,91624,101716,108514,93146,89230,98382,99594,61789,31131,50439,94638,6341,156154,42742,44038,7669,119043,30181,11720,21456,22434,11467,12842,14414,13582,13013,11834,12144,23723,32152,41156,20161,14670
MI-05,MI,5,341497,157176,166662,,332704,,167374,,155963,399626,196256,197156,403169,169179,215677,775727,617470,55328,62239,18482,19407,794,601386,491008,36721,42716,13313,14550,535,92090,101416,100019,96262,93345,104006,96242,57519,30634,53935,80276,4492,170774,35531,55902,6549,122781,29939,9933,20994,23075,10420,11945,11895,13093,12076,11928,11545,22050,32097,40821,18566,14905
MI-06,MI,6,356371,250001,91473,,350129,,253386,,88272,407840,299104,103576,411059,289773,109856,775727,401718,37685,254503,68718,15468,1115,611942,336713,26172,184579,53258,11513,809,90991,106026,135028,102313,91499,93779,80161,49626,22452,40699,103385,16145,115463,63932,40694,14212,107271,28469,13628,18598,24118,11257,11407,11238,11697,12189,12118,11333,21344,26828,37846,29599,21066
MI-07,MI,7,354610,137712,195793,,350444,,147983,,191674,412095,175987,228547,427525,178335,242590,775691,614718,41903,73880,26231,17983,854,599358,490278,26387,49582,17941,12969,564,93670,102128,96674,99259,92694,102809,99159,58218,29967,52102,98331,4890,166593,39340,39233,7819,121990,30650,10439,21123,22721,10205,10549,12535,11857,13049,12393,12187,23255,30842,43787,20790,11169
MI-08,MI,8,385432,160009,206637,,374302,,166151,,197561,435633,187443,241798,445960,184071,255897,773712,616394,35361,90829,9157,19673,808,615694,505947,22853,62541,6383,14627,509,83335,91119,89458,84890,85766,106117,117883,75298,39891,62080,72173,3904,194732,29600,52747,6251,134233,26002,18906,15875,16233,14981,15848,16640,17148,16699,16201,15642,27435,34266,42342,14176,19728
MI-09,MI,9,380983,159059,204122,,379738,,173529,,197106,448479,205980,236662,458660,199283,251228,775657,586728,42607,67043,62864,13572,695,610315,476181,28034,47698,45589,9791,463,85318,98768,99361,92543,100717,111826,97793,58774,30310,50258,126978,7850,125283,72145,37574,14878,105863,32935,9596,25353,34629,7875,9421,10508,10780,9855,9692,11056,18401,25900,39859,42462,11708
